Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	к-ть переможців в категорії 5х5	приз в категорії 5х5	к-ть переможців в категорії 4х5	приз в категорії 4х5	к-ть переможців в категорії 3х5	приз в категорії 3х5	к-ть переможців в категорії 3х5	приз в категорії 3х5
75	2009-05-31	Б	3	1	42	6	33	13	0	34564	23	1359	837	26	837	26
74	2009-05-28	Б	1	19	1	34	15	25	0	16523	16	1738	755	25	755	25
73	2009-05-26	Б	3	7	31	36	14	13	1	164747	37	864	994	22	994	22
72	2009-05-24	А	2	26	15	34	35	10	0	145859	31	1122	774	31	774	31
71	2009-05-21	А	4	26	22	1	42	28	0	125551	24	1366	780	29	780	29
70	2009-05-19	Б	3	11	2	29	27	42	0	106426	29	1137	732	31	732	31
69	2009-05-17	А	2	26	9	34	5	7	0	87123	16	2123	874	27	874	27
68	2009-05-14	А	4	33	12	24	37	26	0	67458	19	1717	667	34	667	34
67	2009-05-12	Б	2	42	27	24	5	25	0	48583	22	1240	667	28	667	28
66	2009-05-10	А	1	42	14	10	7	9	0	32504	15	1792	753	25	753	25
65	2009-05-07	Б	2	32	42	8	36	16	0	17101	21	1399	701	29	701	29
64	2009-05-05	А	4	29	3	16	15	40	1	513119	34	1193	1032	27	1032	27
63	2009-05-03	А	3	2	13	41	9	11	0	489345	19	2033	833	32	833	32
62	2009-04-30	Б	2	2	6	23	16	39	0	466837	30	1611	866	39	866	39
61	2009-04-28	А	1	13	6	10	22	21	0	439067	27	1508	1296	22	1296	22
60	2009-04-26	А	2	22	28	14	26	4	0	415704	27	1492	1145	24	1145	24
59	2009-04-23	А	4	41	33	26	21	23	0	391899	27	1591	983	30	983	30
58	2009-04-21	Б	1	11	6	32	26	10	0	366701	26	1466	947	28	947	28
57	2009-04-19	А	1	34	27	16	24	5	0	344705	54	742	1393	20	1393	20
56	2009-04-16	А	2	29	5	3	42	37	0	321516	10	4368	781	39	781	39
55	2009-04-14	А	4	37	28	41	39	21	0	296360	21	1940	783	36	783	36
54	2009-04-12	А	4	42	17	38	22	33	0	272655	18	2364	911	32	911	32
53	2009-04-09	Б	3	39	26	21	37	15	0	247613	20	1899	1121	23	1121	23
52	2009-04-07	А	2	34	40	36	21	30	0	225031	19	2041	675	40	675	40
51	2009-04-05	Б	2	22	33	2	18	16	0	202665	23	1713	909	30	909	30
50	2009-04-02	А	4	25	7	41	29	17	0	179765	22	1600	978	25	978	25
49	2009-03-31	Б	3	22	4	21	12	40	0	159380	14	2531	707	35	707	35
48	2009-03-29	Б	4	20	27	19	11	21	0	138996	13	2701	1033	23	1033	23
47	2009-03-26	А	3	11	26	35	12	3	0	118047	23	1635	771	34	771	34
46	2009-03-24	А	4	20	29	31	28	3	0	96351	38	881	981	24	981	24
45	2009-03-22	Б	2	20	25	33	22	10	0	77267	42	828	1078	22	1078	22
44	2009-03-19	Б	4	40	15	35	2	38	0	56666	12	3011	551	46	551	46
43	2009-03-17	Б	1	24	9	30	13	34	0	36025	18	1665	882	23	882	23
42	2009-03-15	Б	2	26	27	15	25	16	0	18166	15	2122	771	29	771	29
41	2009-03-12	А	1	6	30	29	13	16	1	108248	73	417	1505	14	1505	14
40	2009-03-10	А	1	1	42	41	25	18	0	90557	4	7748	440	49	440	49
39	2009-03-08	А	3	11	4	27	1	25	0	72668	28	1209	887	26	887	26
38	2009-03-05	А	2	6	34	22	24	38	0	52631	18	1725	708	30	708	30
37	2009-03-03	А	1	32	21	42	12	40	0	34329	15	1921	713	28	713	28
36	2009-03-01	А	3	8	23	36	31	13	0	17589	25	1184	773	26	773	26
35	2009-02-26	А	3	16	37	5	12	18	1	106360	20	1574	817	27	817	27
34	2009-02-24	Б	2	16	34	31	32	28	0	88335	12	2563	793	27	793	27
33	2009-02-22	Б	1	35	8	22	25	26	0	70598	14	2443	684	35	684	35
32	2009-02-19	А	1	38	1	15	19	8	0	50994	14	2122	737	28	737	28
31	2009-02-17	Б	3	5	19	6	15	10	0	33793	16	1700	837	22	837	22
30	2009-02-15	А	2	36	28	25	2	19	0	17571	14	2197	675	32	675	32
29	2009-02-12	А	4	21	22	11	16	29	1	49503	16	1872	682	30	682	30
28	2009-02-10	Б	1	26	5	42	19	21	0	31835	29	939	863	22	863	22
27	2009-02-08	Б	3	24	13	40	17	27	0	16141	52	542	1167	17	1167	17
26	2009-02-05	А	1	7	14	20	8	13	1	465562	36	889	868	25	868	25
25	2009-02-03	Б	1	17	2	22	20	9	0	446503	40	799	1190	18	1190	18
24	2009-02-01	А	2	18	30	32	21	29	0	427212	24	1599	924	29	924	29
23	2009-01-29	Б	1	7	23	41	25	24	0	405114	15	2359	694	35	694	35
22	2009-01-27	А	2	29	18	8	34	19	0	384358	24	1400	799	29	799	29
21	2009-01-25	А	2	1	4	35	33	3	0	364741	16	2343	748	35	748	35
20	2009-01-22	А	3	30	23	16	4	17	0	343204	16	2080	755	31	755	31
19	2009-01-20	А	4	11	41	5	33	21	0	324232	23	1512	868	28	868	28
18	2009-01-18	Б	1	13	10	25	27	30	0	304224	36	919	1218	19	1218	19
17	2009-01-15	А	1	39	34	15	33	8	0	285188	22	1458	669	33	669	33
16	2009-01-13	Б	2	36	16	34	13	41	0	266418	15	2200	627	37	627	37
15	2009-01-11	Б	3	19	27	6	10	41	0	247602	17	1788	942	22	942	22
14	2009-01-08	А	4	16	27	5	9	30	0	229605	14	1738	679	25	679	25
13	2009-01-06	А	4	29	13	14	21	22	0	215583	20	1556	674	32	674	32
12	2009-01-04	А	1	26	42	19	13	39	0	197528	25	1111	813	24	813	24
11	2009-01-01	А	2	1	19	13	8	7	0	181640	30	747	529	29	529	29
10	2008-12-30	А	4	14	22	33	34	13	0	168420	25	1338	1000	23	1000	23
9	2008-12-28	А	2	24	38	8	30	40	0	148791	33	1013	826	28	826	28
8	2008-12-25	А	3	32	17	40	7	12	0	129336	23	1329	833	25	833	25
7	2008-12-23	А	3	25	6	1	27	20	0	111249	11	2765	618	34	618	34
6	2008-12-21	Б	1	42	6	30	19	3	0	93535	28	1126	790	28	790	28
5	2008-12-18	Б	2	40	32	24	36	17	0	75487	21	1365	624	32	624	32
4	2008-12-16	Б	2	17	36	16	29	15	0	58937	21	1261	607	30	607	30
3	2008-12-14	Б	1	32	27	24	13	30	0	43436	10	2864	595	33	595	33
2	2008-12-11	А	2	39	2	6	29	30	0	26615	15	1673	524	33	524	33
1	2008-12-09	Б	1	21	42	39	30	19	0	11942	15	1386	538	27	538	27

