Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6788	2019-11-10	А	3	16	13	47	28	38	77	52	49	17	63	57	67	73	50	70	5	14	51	35	60	12	58	9	147	14	3	155	9	0	345	75	11	0	78	13	1	0	129	18	1	0	0	181	53	4	3	0	0	379	285	51	8	0	0	0
6787	2019-11-09	А	3	29	78	80	20	31	59	70	27	61	75	14	4	79	51	8	72	66	5	39	58	7	47	1	227	36	2	202	43	2	494	83	11	0	128	20	0	0	148	48	3	2	0	156	65	23	0	0	0	450	426	95	5	1	0	0
6786	2019-11-08	Б	3	55	79	61	28	2	47	69	38	3	53	29	27	51	65	35	54	46	68	41	50	16	40	6	166	25	1	170	25	4	437	95	8	0	122	18	0	0	169	23	7	0	0	167	84	11	2	0	0	385	401	88	13	0	0	0
6785	2019-11-07	А	2	41	75	73	14	11	35	53	3	61	43	52	12	70	62	30	47	58	80	22	65	26	52	1	158	12	1	168	26	2	432	101	9	0	138	14	8	0	151	34	4	1	0	134	71	15	0	0	0	437	461	75	11	1	0	0
6784	2019-11-06	Б	2	54	5	63	23	13	12	68	61	20	37	60	62	72	53	7	33	55	73	17	45	13	46	4	172	27	0	155	18	0	363	91	12	0	164	12	0	0	161	20	6	0	0	118	88	21	0	0	0	390	376	82	29	0	0	0
6783	2019-11-05	А	1	25	58	40	73	28	1	17	29	57	54	63	79	4	67	60	21	32	19	50	48	14	24	3	136	33	10	163	23	1	480	76	2	0	117	10	0	0	165	35	9	0	0	138	69	6	0	0	0	405	317	95	5	0	0	0
6782	2019-11-04	Б	2	24	13	1	32	35	5	56	26	57	3	43	46	52	75	23	38	4	67	60	14	10	47	5	125	35	6	197	35	3	481	101	14	1	145	22	10	0	188	30	11	0	0	138	83	14	2	3	0	324	391	87	8	0	0	0
6781	2019-11-03	Б	2	11	41	27	39	58	66	61	63	22	33	52	38	75	32	21	55	49	71	78	43	22	33	3	108	37	0	105	24	1	273	55	15	2	104	12	1	0	143	27	4	0	0	133	40	11	5	0	0	423	308	57	27	5	0	0
6780	2019-11-02	Б	3	20	61	59	40	14	17	74	53	15	36	34	72	58	22	37	29	5	70	35	48	9	26	1	236	19	0	151	17	3	344	45	4	0	103	8	2	0	140	34	2	0	0	142	36	14	1	0	0	390	287	72	3	0	0	0
6779	2019-11-01	Б	3	54	41	51	40	76	14	19	1	25	79	18	52	59	45	36	57	29	67	46	61	13	28	4	182	59	1	166	33	0	371	59	23	0	118	13	0	0	150	36	2	0	0	149	45	18	1	0	0	322	399	65	2	0	0	0
6778	2019-10-31	Б	1	2	27	53	7	22	75	1	52	43	56	28	11	78	17	31	48	18	54	36	34	12	50	2	175	40	5	185	42	0	769	199	19	0	182	30	2	0	193	52	3	0	0	140	92	13	3	0	0	287	422	106	7	0	0	0
6777	2019-10-30	А	3	53	19	65	55	60	72	21	80	36	14	41	78	4	2	31	9	75	57	38	64	7	50	2	196	23	1	174	34	0	648	105	7	0	124	16	0	0	167	34	2	0	0	124	70	15	0	0	0	368	418	79	5	0	0	0
6776	2019-10-29	А	4	45	58	17	53	46	21	71	27	67	62	34	19	35	55	73	40	31	66	42	65	4	38	0	198	30	7	125	15	2	457	110	8	0	131	22	3	0	163	37	4	0	0	205	91	13	2	0	0	453	385	84	7	0	0	0
6775	2019-10-28	Б	2	62	34	15	49	37	8	18	77	31	47	24	64	22	51	78	39	5	1	9	6	11	95	5	175	57	5	184	27	7	508	155	34	1	200	36	4	0	218	55	9	1	0	131	109	21	1	0	0	313	469	117	7	4	0	0
6774	2019-10-27	А	1	63	13	47	53	2	73	33	75	12	77	76	71	18	51	64	59	20	43	7	69	2	42	16	150	33	0	158	54	3	351	79	7	1	120	14	0	0	122	35	14	0	0	140	131	16	1	0	0	261	439	88	10	0	0	0
6773	2019-10-26	А	2	2	27	59	28	42	29	35	76	44	25	19	41	80	4	54	17	63	30	67	49	4	25	5	145	35	6	156	11	0	407	86	9	0	150	19	4	0	158	44	3	0	0	131	65	9	0	0	0	422	443	85	11	1	0	0
6772	2019-10-25	Б	3	48	41	36	4	23	43	33	17	39	22	69	51	70	10	58	29	67	80	30	21	31	60	8	181	17	1	141	16	1	412	92	8	1	145	20	3	0	209	31	1	0	0	170	60	8	2	0	0	257	378	58	10	0	0	0
6771	2019-10-24	А	4	33	68	58	49	10	40	52	6	13	26	78	28	32	46	55	75	44	15	63	30	8	65	4	140	18	0	139	24	1	527	87	6	0	101	17	1	0	193	69	3	0	0	212	79	3	1	0	0	342	411	69	13	1	0	0
6770	2019-10-23	Б	2	66	19	53	6	76	25	28	49	37	67	3	65	80	42	2	68	26	8	63	30	2	54	5	169	32	2	198	32	0	466	156	12	0	160	16	1	0	236	49	6	0	0	112	96	13	0	0	0	352	484	89	15	0	0	0
6769	2019-10-22	Б	3	45	51	35	1	9	21	73	48	79	16	5	2	8	76	44	53	50	12	39	23	1	42	5	144	27	1	145	24	1	469	88	3	0	133	14	4	0	187	38	3	1	0	209	69	18	2	0	0	371	507	88	6	1	0	0
6768	2019-10-21	А	4	33	34	25	22	2	41	61	79	42	43	37	65	16	69	15	29	58	35	54	39	7	34	3	151	24	1	138	30	0	401	102	11	1	115	16	2	0	184	31	2	1	0	154	44	10	0	0	0	378	310	56	8	0	0	0
6767	2019-10-20	Б	3	47	73	61	31	18	2	49	64	74	37	12	7	14	58	60	36	57	33	26	23	6	36	4	110	36	1	139	8	1	405	62	5	0	134	25	1	0	162	37	2	0	0	136	56	8	0	0	0	391	342	79	8	1	0	0
6766	2019-10-19	А	1	47	46	43	10	7	12	32	53	1	19	39	74	59	50	9	63	45	54	2	75	10	53	6	164	21	5	218	32	1	460	133	5	0	131	18	5	0	160	56	8	0	0	130	90	9	0	0	0	309	488	93	9	4	0	0
6765	2019-10-18	A	4	57	35	64	68	15	19	23	63	31	48	22	76	20	16	43	8	21	55	51	25	12	46	2	188	30	4	205	25	0	455	111	6	1	137	18	2	0	208	43	4	0	0	160	93	25	0	0	0	362	458	104	7	0	0	0
6764	2019-10-17	Б	3	58	69	67	3	71	6	79	19	42	54	33	61	78	32	51	72	1	47	80	66	141	45	3	116	28	4	264	64	0	413	125	20	0	164	24	2	0	172	56	1	0	0	212	103	8	5	0	0	455	449	92	17	0	0	0
6763	2019-10-16	Б	4	6	36	54	40	43	26	51	59	75	35	34	14	28	39	78	67	19	1	57	65	11	48	5	158	21	1	153	14	1	342	75	9	0	101	31	1	0	146	38	3	1	0	140	77	14	1	0	0	386	328	83	4	0	0	0
6762	2019-10-15	А	1	21	68	36	74	66	79	64	9	61	55	17	41	12	75	42	53	70	19	38	63	5	36	4	200	27	1	124	18	0	520	80	7	1	130	14	0	0	212	45	3	0	0	157	45	9	1	0	0	392	343	113	8	2	0	0
6761	2019-10-14	Б	4	27	19	35	58	73	53	48	59	67	71	5	33	72	22	2	75	14	21	31	1	7	76	0	232	37	2	180	17	2	476	85	9	1	125	22	1	0	180	31	4	0	0	100	96	10	2	0	0	334	380	75	8	0	0	0
6760	2019-10-13	Б	2	22	50	53	45	68	74	30	70	20	56	67	64	39	3	28	51	78	76	46	18	8	54	7	193	30	2	143	27	1	274	80	7	1	121	14	0	0	213	40	0	0	0	160	69	2	1	0	0	400	317	69	17	0	0	0
6759	2019-10-12	А	4	2	6	21	58	76	50	13	66	40	73	15	68	35	1	28	34	19	30	38	36	19	77	3	169	25	2	159	28	1	490	111	17	1	148	19	1	0	226	29	0	0	0	121	82	7	0	0	0	386	415	105	20	1	0	0
6758	2019-10-11	А	4	80	73	6	51	14	18	8	47	13	76	41	31	37	56	26	19	78	38	68	3	35	57	7	180	14	2	213	30	4	420	94	7	0	142	16	3	0	198	29	11	0	0	136	60	19	0	0	0	377	382	93	5	0	0	0
6757	2019-10-10	А	1	78	63	11	39	21	8	49	3	14	18	7	65	73	26	61	16	38	33	23	32	26	85	12	206	63	2	211	26	1	498	123	12	0	188	23	2	0	222	40	11	0	0	125	103	31	2	0	0	361	423	125	14	1	0	0
6756	2019-10-09	А	3	23	42	33	51	18	59	60	15	24	79	72	53	65	41	39	49	48	50	80	21	30	107	41	197	27	4	191	34	0	464	114	10	0	137	39	1	0	220	34	3	1	0	201	62	17	2	0	0	519	406	102	14	0	0	0
6755	2019-10-08	А	2	15	17	1	61	64	53	41	78	66	32	62	40	54	56	71	55	69	46	38	7	10	64	3	164	38	0	185	27	2	417	94	12	0	121	17	2	0	232	38	0	0	0	197	85	8	0	0	0	443	524	63	17	0	0	0
6754	2019-10-07	Б	4	36	9	76	49	78	77	25	47	31	60	1	65	14	57	38	32	8	75	42	3	16	36	3	137	16	1	132	24	0	358	89	7	0	110	22	1	0	221	38	3	0	0	129	55	8	1	0	0	451	308	46	2	0	2	0
6753	2019-10-06	А	4	57	36	39	4	40	34	10	65	37	19	2	54	52	77	26	25	68	23	12	45	14	47	3	133	25	2	155	26	0	437	67	5	0	136	32	0	0	193	52	2	4	0	104	81	7	2	0	0	291	389	92	2	0	0	0
6752	2019-10-05	А	2	68	48	49	51	75	17	65	70	53	29	19	34	50	66	61	8	80	5	30	44	8	54	5	146	25	2	181	32	3	401	116	7	0	133	26	0	0	258	54	4	0	0	156	83	15	0	0	0	373	438	72	11	0	0	0
6751	2019-10-04	А	4	67	32	12	33	10	52	38	9	49	31	74	79	16	22	11	41	53	78	23	14	7	44	8	172	18	1	149	19	3	473	85	5	0	171	14	3	0	268	43	7	0	0	166	81	8	1	0	0	347	358	91	21	1	0	0
6750	2019-10-03	Б	4	28	67	68	13	49	20	78	70	42	7	79	54	3	29	62	77	58	17	11	5	9	61	1	150	66	7	244	25	3	472	111	13	1	179	25	1	0	222	91	2	0	0	103	134	21	1	0	0	288	470	120	28	1	0	0
6749	2019-10-02	А	2	16	8	10	77	43	42	54	51	63	2	52	69	13	66	76	31	67	79	12	57	32	79	14	160	31	7	237	22	1	495	131	13	0	152	15	11	2	209	49	1	0	0	108	102	9	0	0	0	340	492	104	4	0	0	0
6748	2019-10-01	Б	1	61	78	66	44	41	5	49	2	14	69	64	9	17	10	29	23	76	74	1	77	16	60	9	138	24	1	189	31	2	435	110	8	0	185	22	0	0	184	48	8	0	0	99	64	22	0	0	0	333	464	127	12	0	0	0
6747	2019-09-30	Б	4	25	63	50	66	37	18	9	22	29	27	45	28	61	71	19	38	36	57	30	77	5	70	13	147	30	2	158	22	2	377	125	17	0	172	19	3	0	154	35	6	0	0	112	110	38	11	0	0	279	408	103	22	2	0	0
6746	2019-09-29	Б	1	41	6	17	29	23	65	3	68	32	55	69	9	44	22	5	78	1	75	16	60	2	45	2	118	23	1	133	13	6	411	102	8	0	152	13	2	0	173	41	2	0	0	69	64	10	11	0	0	255	397	66	18	1	0	0
6745	2019-09-28	А	2	65	46	16	20	75	57	33	55	37	14	19	35	49	21	30	17	8	52	48	42	13	76	3	116	19	5	154	20	3	430	92	7	1	144	18	2	0	147	19	1	0	0	152	53	7	2	0	0	435	379	64	4	0	0	0
6744	2019-09-27	Б	2	9	64	78	46	53	59	27	16	39	2	38	72	48	61	67	54	3	24	6	30	10	40	2	147	22	1	148	9	0	433	91	4	0	152	20	0	0	166	39	0	1	0	122	93	12	5	0	0	292	361	78	23	0	0	0
6743	2019-09-26	Б	3	61	26	66	60	67	42	50	57	68	70	18	14	15	35	62	27	44	9	1	6	13	50	0	161	30	1	142	26	1	430	120	12	0	166	26	3	0	230	59	7	1	0	92	58	16	0	0	0	288	396	67	3	1	0	0
6742	2019-09-25	Б	2	19	67	76	58	8	63	75	27	13	48	29	4	65	49	3	66	69	55	40	57	46	121	32	218	69	2	219	35	2	509	163	14	1	181	29	3	1	220	85	42	0	0	95	91	14	3	1	0	379	496	138	22	0	0	0
6741	2019-09-24	Б	3	1	12	28	32	9	57	67	78	11	55	59	61	62	52	38	68	19	77	40	20	12	72	7	157	20	1	170	21	0	453	84	9	0	163	19	1	0	180	31	3	0	0	134	66	18	5	0	0	385	419	57	7	0	0	0
6740	2019-09-23	Б	1	76	9	28	47	25	34	12	16	8	40	64	31	49	75	56	74	22	63	18	79	17	47	8	171	21	0	179	12	0	404	75	14	1	119	19	2	0	162	43	4	2	0	124	60	4	1	0	0	344	370	126	13	0	0	0
6739	2019-09-22	Б	2	30	57	6	33	80	34	72	79	5	44	77	2	38	26	47	20	71	39	15	73	8	32	2	116	13	0	174	53	0	343	73	4	0	110	14	1	0	89	18	3	0	0	175	44	16	1	0	0	409	388	79	6	0	0	0
6738	2019-09-21	А	2	17	54	43	53	20	44	56	78	60	64	47	19	21	30	42	73	52	16	63	71	15	34	4	117	21	6	147	20	0	420	75	25	0	145	18	0	0	140	45	10	0	0	175	70	8	2	0	0	458	366	63	14	0	0	0
6737	2019-09-20	Б	2	23	15	75	80	59	16	6	57	39	2	26	4	8	41	28	36	70	79	60	38	17	49	4	184	28	5	169	17	1	521	129	13	0	149	30	7	0	187	25	2	0	0	136	85	12	0	0	0	504	364	95	5	1	0	0
6736	2019-09-19	Б	4	22	38	11	76	61	69	25	12	64	10	15	16	50	39	19	43	30	70	2	46	8	91	4	209	27	1	196	33	2	468	111	12	0	200	21	5	0	166	21	4	0	0	148	91	14	14	0	0	323	419	108	10	1	0	0
6735	2019-09-18	Б	2	57	12	27	60	71	31	61	19	69	13	26	1	70	16	78	14	46	11	76	3	17	156	1	234	43	3	204	20	0	442	140	6	0	164	37	6	0	206	58	5	0	0	110	90	30	4	0	0	317	450	118	4	0	0	0
6734	2019-09-17	Б	3	72	47	20	74	49	75	15	7	68	36	26	64	23	16	79	45	21	17	59	28	21	68	1	177	19	2	159	20	0	415	87	6	0	134	14	1	0	170	32	3	0	0	169	73	7	1	0	0	445	304	56	8	0	0	0
6733	2019-09-16	Б	4	19	21	4	55	71	12	10	15	47	42	43	41	75	65	9	79	72	58	64	37	11	33	1	129	36	0	144	33	1	426	47	8	0	99	27	0	0	145	27	1	0	0	130	62	11	1	0	0	352	344	83	4	0	0	0
6732	2019-09-15	Б	2	16	64	72	41	39	33	53	2	12	36	67	28	76	73	11	15	57	79	3	23	9	25	3	265	19	0	130	17	1	408	73	2	0	191	15	1	0	146	31	3	0	0	128	61	8	2	0	0	408	371	50	10	1	1	0
6731	2019-09-14	А	1	68	11	49	42	19	39	45	34	74	58	51	5	52	41	60	75	18	63	6	28	27	76	3	187	34	3	138	24	1	429	107	12	0	153	18	14	0	196	33	5	0	0	137	75	5	0	0	0	376	312	118	2	4	0	0
6730	2019-09-13	А	2	79	51	13	10	60	72	57	7	62	28	29	50	36	9	5	80	31	35	1	18	13	100	10	249	35	5	197	32	2	429	91	13	0	135	21	3	0	205	53	9	0	0	161	132	13	1	0	0	356	511	121	9	1	0	0
6729	2019-09-12	А	2	65	8	73	58	40	28	33	34	27	67	5	12	10	9	35	16	46	56	19	17	36	77	4	204	42	3	187	25	1	497	118	18	0	163	25	2	0	246	48	4	0	0	126	138	17	6	0	0	351	537	128	13	0	0	0
6728	2019-09-11	Б	4	39	32	12	64	77	36	79	54	30	67	33	1	7	72	52	80	23	74	10	14	8	84	14	226	49	1	222	33	0	466	129	9	1	118	28	4	0	156	31	3	1	0	141	85	21	1	0	0	279	381	88	43	11	0	0
6727	2019-09-10	А	1	11	80	31	8	4	54	73	55	18	48	15	41	33	14	53	28	69	39	71	65	23	40	4	176	36	2	164	21	0	402	91	3	0	166	8	0	0	174	17	1	0	0	106	47	6	2	0	0	241	319	58	5	1	0	0
6726	2019-09-09	Б	1	58	10	24	32	26	51	61	30	1	55	5	18	80	28	60	8	68	29	31	49	32	74	17	215	27	0	195	40	6	493	153	12	1	162	38	4	0	177	74	9	1	0	143	86	35	0	0	0	307	529	105	17	3	0	0
6725	2019-09-08	А	4	75	70	30	60	38	64	35	47	3	65	9	25	43	37	54	50	68	45	77	62	15	65	0	95	7	1	134	29	0	349	63	10	0	133	24	1	0	183	54	3	0	0	231	64	17	1	0	0	321	313	113	10	0	0	0
6724	2019-09-07	А	1	62	73	39	70	8	50	69	72	52	36	4	71	51	21	55	35	76	2	47	64	15	52	7	169	46	7	172	22	4	348	69	6	0	88	17	3	0	150	45	3	0	0	235	49	7	1	0	0	567	385	76	9	0	0	0
6723	2019-09-06	Б	2	56	36	17	28	45	78	39	77	47	69	80	1	55	18	50	53	75	12	63	54	13	87	6	175	35	0	190	19	0	475	93	6	2	136	28	10	0	160	28	5	0	0	171	67	13	3	0	0	361	367	79	18	1	0	0
6722	2019-09-05	А	2	3	4	39	66	26	24	16	30	9	75	11	32	78	15	35	69	27	55	40	34	14	90	5	172	38	1	192	30	0	515	98	14	0	152	26	2	0	210	49	7	0	0	148	61	10	2	0	0	357	427	79	11	0	0	0
6721	2019-09-04	Б	1	21	29	78	52	26	28	68	80	66	58	11	22	41	64	8	3	17	47	2	10	47	83	4	203	34	4	215	24	1	716	112	6	0	213	29	1	0	222	97	1	0	0	107	110	6	0	0	0	326	454	100	62	0	0	0
6720	2019-09-03	Б	1	2	76	54	48	21	53	16	36	78	30	64	75	62	29	77	73	32	7	70	69	6	56	4	126	37	0	139	11	1	409	101	7	0	127	15	1	0	143	27	2	0	0	158	42	9	0	0	0	332	424	77	8	1	0	0
6719	2019-09-02	А	1	27	45	18	50	20	4	52	11	79	58	24	44	3	61	26	16	49	2	78	54	7	77	8	136	28	2	196	32	0	419	67	10	0	155	34	0	0	134	44	4	0	0	214	49	9	2	0	0	329	418	88	15	0	0	0
6718	2019-09-01	А	3	22	2	13	70	25	30	6	4	77	73	16	80	21	51	72	42	32	24	52	45	8	54	5	146	29	14	144	30	0	365	96	8	0	140	41	2	0	154	23	5	0	0	116	79	14	1	0	0	358	346	71	12	0	0	0
6717	2019-08-31	А	4	38	54	13	48	41	3	80	75	51	8	57	70	18	61	7	23	20	65	74	59	10	150	2	167	61	1	214	16	2	474	82	11	0	136	36	1	0	159	29	4	0	0	130	70	6	0	0	0	261	463	85	7	0	1	0
6716	2019-08-30	А	1	43	14	6	80	78	26	37	12	41	71	57	60	20	24	68	19	40	5	30	11	15	106	6	171	34	1	205	24	3	421	100	9	0	132	26	0	0	164	44	0	0	0	164	119	15	1	0	0	358	403	120	12	1	0	0
6715	2019-08-29	Б	3	15	18	62	45	1	35	60	30	50	36	16	71	25	67	3	26	72	27	73	55	11	73	3	166	24	1	128	12	0	421	54	10	0	108	16	1	0	132	62	3	0	0	146	52	27	0	0	0	385	359	49	8	12	0	0
6714	2019-08-28	А	1	58	22	2	11	15	34	79	13	9	75	18	41	71	46	47	77	55	64	78	1	9	49	5	139	18	0	155	12	3	445	78	13	0	110	21	3	0	174	25	4	0	0	176	79	12	1	0	0	384	453	73	12	0	0	0
6713	2019-08-27	А	1	55	28	47	11	65	35	15	24	57	1	18	70	25	44	52	30	48	74	14	50	9	152	13	179	64	1	273	36	2	580	186	15	0	220	56	3	0	271	80	3	2	0	119	117	23	2	0	0	416	469	111	12	0	0	0
6712	2019-08-26	А	1	47	73	27	69	4	10	6	48	26	72	76	2	20	16	54	33	68	15	19	23	13	56	2	182	30	0	163	13	2	483	101	20	0	163	16	2	0	207	40	15	0	0	150	69	12	1	0	0	234	413	101	8	0	0	0
6711	2019-08-25	Б	1	5	77	37	4	65	49	70	51	50	64	14	44	62	46	10	29	79	3	23	74	104	49	94	131	40	0	157	21	1	428	64	6	0	126	13	1	0	138	11	3	0	0	122	48	6	0	0	0	259	392	79	21	1	0	0
6710	2019-08-24	Б	1	4	1	69	63	75	48	38	35	22	27	53	34	59	72	47	29	43	49	37	8	11	46	7	166	27	0	134	16	0	403	70	10	0	111	15	3	0	139	19	14	0	0	175	43	23	6	0	0	430	373	93	3	1	0	0
6709	2019-08-23	Б	4	34	47	71	2	21	62	57	9	49	45	42	46	1	75	23	38	54	48	19	40	14	56	2	177	42	1	203	33	1	427	103	11	0	140	15	1	0	172	40	8	0	0	158	39	35	2	0	0	353	366	91	17	0	0	0
6708	2019-08-22	А	2	77	43	71	47	73	56	44	51	28	58	23	65	16	31	17	59	2	33	26	53	15	71	1	178	30	1	174	15	3	424	73	2	0	153	19	0	0	149	34	3	0	0	164	72	9	11	0	0	445	374	49	6	0	0	0
6707	2019-08-21	Б	3	19	78	9	37	11	31	39	67	13	27	76	44	35	26	4	38	34	53	32	8	18	52	1	151	51	5	192	20	1	406	111	20	2	185	51	5	0	189	49	8	1	0	160	108	21	0	0	0	411	430	174	26	2	0	0
6706	2019-08-20	А	1	38	21	78	2	15	51	35	39	10	14	6	44	5	62	70	32	7	17	9	3	19	112	14	206	54	9	277	83	6	603	275	30	0	252	84	7	1	258	76	42	1	0	140	161	60	1	0	0	298	528	183	73	3	0	0
6705	2019-08-19	А	4	69	38	72	71	73	66	1	14	42	15	58	43	39	16	51	54	76	33	60	41	17	34	0	141	21	1	141	29	0	346	68	4	0	95	17	4	0	149	33	2	0	0	166	60	23	2	1	0	462	312	49	12	0	0	0
6704	2019-08-18	Б	1	34	37	21	25	47	73	70	14	68	29	43	44	62	49	31	22	54	76	27	53	10	34	2	100	34	1	138	35	2	278	72	3	0	89	24	1	0	111	33	1	0	0	180	43	12	1	0	0	431	306	60	10	1	0	0
6703	2019-08-17	А	4	61	23	73	5	26	74	54	2	22	38	4	71	76	20	12	40	72	18	24	39	8	109	7	170	38	1	179	27	12	457	98	8	0	118	37	1	0	132	52	7	1	0	153	108	9	0	1	0	369	419	59	10	0	0	0
6702	2019-08-16	А	2	31	10	20	25	36	17	30	79	70	6	67	64	43	34	62	18	28	21	53	65	8	41	0	163	27	3	137	9	1	436	66	2	0	139	16	0	0	187	30	5	0	0	131	64	12	0	0	0	323	416	74	25	1	0	0
6701	2019-08-15	Б	1	24	4	51	19	6	30	71	27	48	49	75	26	22	13	79	54	44	53	21	59	16	87	3	158	28	1	162	23	2	359	71	8	1	165	18	1	0	169	41	15	0	0	142	82	8	11	0	0	410	411	91	9	1	0	0
6700	2019-08-14	Б	1	70	54	20	48	80	77	63	7	68	29	1	33	21	72	64	43	74	11	17	28	16	58	6	141	46	0	222	29	1	459	110	18	0	147	14	3	0	132	39	1	0	0	134	93	12	3	0	0	284	421	123	23	12	0	0
6699	2019-08-13	А	3	53	77	44	23	54	22	8	49	40	72	62	69	13	71	16	73	58	19	67	45	10	48	17	130	20	1	129	27	1	362	71	7	1	143	7	1	0	161	31	5	0	0	118	80	8	0	1	0	395	416	80	8	1	1	0
6698	2019-08-12	Б	4	53	9	10	56	12	75	54	50	39	71	14	61	7	1	40	4	6	51	26	31	25	46	9	149	54	2	196	37	1	505	154	6	0	200	46	3	0	162	56	6	0	0	99	118	14	1	1	0	322	556	100	12	0	0	0
6697	2019-08-11	Б	4	11	25	63	37	54	30	72	41	29	15	18	13	67	68	44	26	75	21	7	61	9	33	1	148	29	2	155	46	0	399	115	6	0	159	10	1	0	129	29	1	0	0	76	47	16	0	0	0	298	372	62	11	1	0	0
6696	2019-08-10	А	2	47	60	75	41	1	44	34	3	13	30	64	77	14	16	27	65	17	72	53	55	9	85	14	143	28	0	143	30	2	349	81	4	1	123	19	0	0	133	20	2	0	0	113	67	18	0	0	0	480	349	70	7	0	0	0
6695	2019-08-09	А	1	65	75	76	73	72	33	62	32	28	77	58	21	43	47	29	8	15	50	79	42	6	25	0	148	17	2	118	18	1	449	87	2	0	104	14	2	0	149	39	6	0	0	154	55	5	0	0	0	547	394	97	10	0	0	0
6694	2019-08-08	А	4	30	3	33	48	57	8	69	12	50	64	15	40	76	44	22	7	20	63	32	25	13	42	14	148	28	5	142	15	0	392	93	7	0	142	19	2	0	149	46	3	0	0	120	75	32	2	0	0	363	391	109	19	0	0	0
6693	2019-08-07	А	2	11	34	30	64	75	76	28	79	5	59	49	9	22	26	51	27	7	77	1	71	11	52	3	141	15	3	170	31	1	361	79	6	0	128	21	0	0	189	28	1	0	0	177	66	16	0	0	0	419	536	112	10	0	0	0
6692	2019-08-06	А	4	9	70	25	20	45	61	56	34	6	66	28	50	11	43	31	68	40	15	57	21	35	103	18	165	35	2	146	31	1	588	102	15	10	161	18	2	1	167	61	5	0	0	154	78	16	0	0	0	365	492	77	19	0	0	0
6691	2019-08-05	Б	3	73	33	64	70	46	51	78	50	49	77	30	57	43	75	76	36	37	40	16	1	14	81	3	125	24	2	165	20	2	323	64	17	0	112	41	0	0	200	43	1	1	0	248	54	11	0	0	0	458	254	68	18	1	0	0
6690	2019-08-04	Б	3	54	17	35	50	46	22	58	29	70	1	44	55	80	63	62	38	20	32	72	26	9	34	2	118	16	1	129	23	0	340	60	15	0	75	16	0	0	119	49	3	0	0	173	51	8	0	0	0	382	313	48	5	1	0	0
6689	2019-08-03	А	4	3	22	67	75	32	1	20	71	31	55	61	7	53	60	11	17	69	35	62	38	6	68	2	138	55	2	173	18	1	373	90	18	0	142	31	0	0	172	58	4	0	0	124	71	12	1	0	0	345	454	98	16	0	0	0
6688	2019-08-02	Б	3	42	28	51	20	55	80	73	5	23	72	19	39	6	37	21	2	8	12	76	67	8	57	3	168	43	1	191	33	2	479	116	13	0	155	29	4	0	231	55	10	2	0	130	80	7	3	0	0	266	520	91	7	0	0	0
6687	2019-08-01	Б	1	57	16	51	11	31	52	8	44	39	10	59	45	43	29	13	60	61	12	32	77	10	71	7	199	46	0	188	33	0	386	75	9	0	158	38	12	0	192	58	6	7	0	132	57	8	0	0	0	284	359	79	9	1	0	0
6686	2019-07-31	А	2	3	54	12	42	22	43	46	55	33	23	64	5	35	14	18	41	8	75	78	21	28	127	8	282	48	3	309	49	1	637	142	17	0	323	65	4	0	330	75	8	0	0	242	132	36	2	0	0	636	862	182	21	2	0	0
6685	2019-07-30	Б	1	7	69	80	56	14	45	74	77	34	54	36	75	18	42	9	33	38	10	66	26	17	92	4	303	46	0	236	32	1	642	106	6	0	281	33	0	0	303	54	4	0	0	182	120	16	3	0	0	455	618	154	13	2	0	0
6684	2019-07-29	А	3	8	44	22	72	9	35	65	75	70	5	58	63	53	40	13	69	16	66	27	57	9	158	4	216	36	2	237	21	2	666	93	11	0	250	50	3	0	272	65	6	0	0	187	147	11	3	0	0	474	627	140	14	0	0	0
6683	2019-07-28	Б	1	52	14	51	7	5	4	11	66	72	67	50	42	53	64	69	15	37	23	13	77	14	125	9	182	53	1	219	32	0	655	132	16	0	294	45	3	0	208	63	5	1	0	180	131	41	1	0	0	392	660	168	21	2	0	0
6682	2019-07-27	А	1	17	24	42	44	41	50	79	74	69	32	48	75	16	8	47	58	73	33	21	15	8	76	5	145	36	3	294	17	1	619	95	16	0	219	36	2	0	212	37	16	0	0	249	118	17	8	0	0	711	545	101	10	1	0	0
6681	2019-07-26	А	1	69	48	7	22	8	67	26	34	78	2	44	28	5	27	25	56	62	29	71	12	13	147	17	325	121	9	398	67	3	949	290	39	2	440	100	6	0	419	122	18	0	0	148	175	32	0	1	0	438	961	255	67	4	0	0
6680	2019-07-25	А	2	2	54	62	37	56	65	24	73	1	69	41	61	21	76	6	33	14	40	47	39	5	883	4	294	40	3	258	35	1	721	108	2	0	234	41	3	0	291	56	4	1	0	233	108	24	2	0	0	672	573	114	9	0	0	0
