Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6900	2020-03-01	Б	4	12	1	4	42	75	44	32	18	39	79	15	29	65	58	7	52	20	54	45	47	26	52	7	171	21	0	156	22	2	458	72	8	1	116	22	4	0	161	35	3	0	0	97	45	16	0	0	0	378	315	66	8	0	0	0
6899	2020-02-29	Б	1	67	45	64	17	33	4	14	53	42	3	18	19	46	51	40	80	24	36	9	26	9	58	4	119	23	2	146	16	4	440	91	7	0	142	24	0	0	178	36	6	0	0	106	81	9	0	0	0	331	463	92	7	0	0	0
6898	2020-02-28	А	3	30	75	8	54	26	47	16	36	38	57	56	67	58	60	17	65	9	33	39	72	20	44	9	98	27	3	123	13	0	296	60	3	0	150	9	1	0	235	33	12	0	0	153	53	8	0	0	0	386	300	54	5	0	0	0
6897	2020-02-27	А	1	1	27	77	64	32	5	67	30	41	39	40	13	34	12	71	2	36	65	15	19	14	66	7	149	37	1	191	19	0	406	100	9	2	142	23	0	0	127	35	1	0	0	121	57	7	0	0	0	410	395	73	10	0	0	0
6896	2020-02-26	Б	3	41	24	70	40	1	33	30	73	31	8	68	65	61	37	32	15	42	25	64	75	22	43	2	95	22	5	99	22	3	395	70	20	1	126	9	0	0	109	22	3	0	0	185	53	5	1	0	0	418	442	115	7	0	0	0
6895	2020-02-25	А	4	56	80	43	45	38	77	72	33	64	4	15	30	74	71	18	55	40	75	60	13	12	82	6	161	25	2	144	19	0	341	68	7	0	100	20	1	1	183	17	13	0	0	111	35	7	2	0	0	446	261	59	6	2	0	0
6894	2020-02-24	А	1	9	43	36	61	2	42	16	31	38	39	26	15	60	70	52	77	34	13	79	45	8	150	3	142	19	1	169	18	1	438	101	7	0	111	13	2	0	188	28	3	0	0	97	45	2	0	0	0	257	293	66	4	2	0	0
6893	2020-02-23	А	1	41	28	54	15	10	40	58	39	8	60	63	31	71	12	79	4	73	6	35	32	16	69	24	117	23	1	203	37	1	448	101	3	0	108	9	2	0	142	47	3	1	0	77	57	9	0	0	0	327	310	69	6	0	0	0
6892	2020-02-22	А	4	41	32	36	63	47	13	74	2	65	3	53	49	61	37	29	16	8	59	21	1	14	65	2	157	13	0	202	18	2	536	92	13	0	128	40	1	0	150	24	5	0	0	121	76	7	2	0	0	332	453	106	6	2	0	0
6891	2020-02-21	Б	1	64	56	22	12	17	5	47	21	13	77	74	11	6	48	41	69	61	66	28	44	7	87	6	158	41	6	224	18	1	587	117	10	0	178	36	1	0	192	37	5	0	0	153	61	9	1	0	0	336	343	86	19	1	0	0
6890	2020-02-20	Б	1	70	74	56	33	73	72	18	49	2	31	24	80	59	7	29	28	67	22	37	47	11	63	4	117	24	5	177	18	0	386	54	3	0	112	15	1	0	203	30	4	0	0	148	57	5	1	0	0	407	362	56	1	0	0	0
6889	2020-02-19	Б	4	25	68	42	38	37	80	10	46	22	74	11	48	56	49	61	18	36	29	71	39	13	93	6	127	25	0	163	25	0	372	57	6	0	113	12	1	0	171	38	7	0	0	106	24	23	0	0	0	346	311	75	14	0	0	0
6888	2020-02-18	Б	4	22	47	27	51	63	11	59	60	48	13	5	45	39	65	15	6	54	74	12	76	6	77	5	153	28	2	154	36	2	462	85	5	2	156	16	1	0	185	34	2	1	0	153	58	8	0	0	0	310	336	52	4	1	0	0
6887	2020-02-17	Б	3	40	19	17	33	50	72	6	63	62	16	53	29	69	42	15	80	74	30	2	21	7	57	1	153	22	6	143	11	1	463	126	6	1	246	16	1	0	186	29	3	0	0	127	62	7	0	0	0	328	446	53	18	1	0	0
6886	2020-02-16	Б	1	5	22	80	13	46	35	3	55	21	7	62	69	63	38	16	9	60	1	10	14	20	68	10	116	24	2	229	24	6	514	179	24	2	159	30	3	0	311	59	9	0	0	102	78	35	0	0	0	254	496	122	15	1	0	0
6885	2020-02-15	А	1	42	71	18	63	75	35	69	59	38	52	66	33	30	14	27	62	19	24	40	15	8	77	6	184	18	0	154	43	1	461	79	6	1	130	25	1	0	161	29	6	1	0	147	111	9	1	0	0	347	429	101	6	1	0	0
6884	2020-02-14	Б	3	63	28	24	35	60	40	71	41	23	48	67	37	5	50	32	61	78	25	17	4	10	65	6	134	25	0	136	21	0	576	86	4	0	159	20	1	0	177	28	14	0	0	131	71	7	0	0	0	379	367	77	5	1	0	0
6883	2020-02-13	Б	4	47	34	8	13	25	28	65	6	80	73	23	43	66	3	7	42	35	70	36	5	9	72	3	132	59	3	207	36	2	557	182	21	1	181	42	0	0	216	86	2	0	0	108	94	30	3	0	0	275	396	125	12	0	0	0
6882	2020-02-12	Б	1	4	2	49	35	72	38	47	40	11	39	51	48	22	52	73	34	10	1	3	78	28	94	11	146	41	10	202	42	1	583	137	12	0	186	28	4	0	186	33	9	0	0	178	58	20	2	0	0	312	475	102	14	1	0	0
6881	2020-02-11	А	4	71	19	5	31	32	38	39	69	44	66	36	22	50	13	4	24	43	20	35	72	7	56	3	164	21	2	199	30	1	385	89	14	0	148	45	1	0	185	37	1	0	0	130	76	30	0	0	0	298	423	87	12	0	0	0
6880	2020-02-10	Б	4	48	28	13	77	43	18	47	34	6	39	75	66	56	46	21	41	69	23	10	36	6	49	6	114	22	2	160	49	0	380	79	7	0	128	18	1	0	145	54	2	0	0	94	82	19	2	0	0	357	358	88	4	0	0	0
6879	2020-02-09	А	2	46	67	79	43	44	57	80	49	30	14	61	19	50	28	29	42	24	47	45	33	12	45	5	93	18	0	148	20	3	340	63	8	1	95	7	3	2	128	31	1	0	0	165	63	5	1	0	0	448	317	58	5	1	0	0
6878	2020-02-08	А	3	69	9	75	26	60	15	76	12	39	57	48	13	79	19	67	29	7	52	49	18	10	84	3	153	23	2	165	24	1	542	119	11	10	166	13	2	1	167	34	9	3	0	111	86	6	3	0	0	287	389	123	13	0	0	0
6877	2020-02-07	Б	3	8	56	43	17	59	53	39	70	55	9	7	25	51	61	47	78	66	21	33	46	5	30	2	122	16	0	188	24	0	331	68	5	0	117	9	0	0	161	42	4	0	0	146	48	10	1	0	0	415	317	91	6	0	2	0
6876	2020-02-06	А	2	19	15	11	56	47	49	58	34	38	61	41	29	1	66	52	40	3	59	30	69	2	51	1	116	23	1	158	22	2	471	104	1	0	104	15	0	0	144	16	4	0	0	174	96	32	0	0	0	393	292	58	5	1	0	0
6875	2020-02-05	Б	2	16	73	39	53	3	52	56	1	59	45	74	19	65	40	25	36	48	7	46	28	3	28	1	127	13	3	144	19	3	341	58	9	0	114	19	2	0	125	46	2	0	0	135	50	17	4	0	0	340	338	72	25	0	0	0
6874	2020-02-04	Б	1	23	71	31	43	12	47	28	57	65	38	61	49	8	7	33	40	21	3	45	74	9	59	6	163	49	2	136	38	0	382	75	5	3	105	14	1	0	148	23	8	0	0	145	63	20	1	0	0	443	306	76	14	0	0	0
6873	2020-02-03	Б	1	58	49	80	34	35	3	74	26	28	21	40	72	17	39	1	76	59	12	67	6	44	45	0	127	27	2	141	14	0	460	60	5	0	107	6	0	5	135	16	15	1	0	147	67	7	1	0	0	307	348	63	23	3	0	0
6872	2020-02-02	Б	2	28	40	14	51	6	7	10	78	70	22	48	36	1	20	9	68	23	17	65	19	9	69	3	123	20	0	184	38	3	564	111	17	1	157	28	2	0	209	62	15	0	0	137	109	28	0	0	0	351	650	127	24	2	0	0
6871	2020-02-01	А	3	69	21	53	26	76	7	10	15	37	55	51	24	20	38	79	67	35	14	43	5	8	49	3	163	41	1	179	24	1	481	87	7	1	126	19	1	0	216	45	2	0	0	123	53	15	1	0	0	269	454	64	16	4	0	0
6870	2020-01-31	Б	1	52	63	27	3	74	42	13	77	54	37	59	33	35	66	31	6	22	1	53	62	19	62	10	161	26	4	164	9	0	531	80	6	0	144	28	0	0	202	31	8	0	0	119	117	17	13	0	0	254	344	102	11	0	0	0
6869	2020-01-30	А	1	42	57	24	15	21	34	72	67	50	71	29	32	40	4	69	37	52	23	70	26	5	71	8	105	19	0	139	21	0	368	48	3	0	88	13	1	0	126	44	3	0	0	170	59	7	1	0	0	342	280	60	10	2	0	0
6868	2020-01-29	Б	4	22	34	57	54	3	58	39	25	66	13	21	55	65	62	44	37	47	26	53	48	8	62	6	134	22	0	156	19	5	311	91	6	1	133	14	1	1	134	27	5	0	0	140	46	11	1	0	0	354	362	99	18	1	0	0
6867	2020-01-28	А	4	44	64	42	49	31	35	68	79	3	40	59	32	26	19	38	2	4	23	56	75	5	51	2	117	14	2	151	9	3	404	72	3	0	81	18	1	0	141	30	1	1	0	142	35	6	1	0	0	313	385	57	4	0	0	0
6866	2020-01-27	А	3	51	53	4	36	70	13	47	17	38	16	68	25	73	65	34	42	54	22	35	69	4	36	4	99	25	3	115	10	1	391	63	8	0	121	24	0	0	165	26	2	1	0	155	61	4	2	1	0	321	339	69	26	0	0	0
6865	2020-01-26	А	2	47	17	52	13	36	74	71	26	68	6	73	27	30	24	69	56	25	77	75	55	30	77	3	96	14	13	157	30	1	364	116	10	1	128	9	1	0	145	26	0	1	0	85	56	8	0	0	0	320	371	62	9	1	1	0
6864	2020-01-25	Б	2	14	29	27	62	48	51	9	50	66	42	25	68	24	73	10	57	43	21	45	56	21	137	14	171	48	0	202	29	1	547	138	5	0	209	19	2	0	196	60	5	0	0	106	84	8	1	0	0	317	437	103	8	0	1	0
6863	2020-01-24	Б	2	17	78	37	32	16	42	11	15	19	24	71	45	52	55	10	23	74	54	80	77	15	66	12	145	35	0	151	12	0	418	111	4	0	124	28	0	0	152	19	5	2	0	150	79	5	0	0	0	371	388	72	8	1	0	0
6862	2020-01-23	А	2	55	1	4	25	48	57	40	36	16	53	67	42	22	74	7	62	32	12	44	24	7	60	1	127	13	1	146	14	2	416	72	3	0	137	25	2	0	151	39	4	0	0	184	74	10	2	0	0	313	384	105	19	1	0	0
6861	2020-01-22	А	3	36	39	75	61	19	5	48	2	54	3	79	32	22	18	76	37	14	59	16	26	6	73	10	166	36	1	172	26	0	445	101	15	0	111	5	1	0	172	66	18	0	0	131	82	19	0	0	0	296	379	124	17	1	0	0
6860	2020-01-21	Б	2	34	19	10	7	77	59	74	5	62	15	24	38	11	80	33	58	26	1	20	35	7	67	7	213	29	1	177	29	0	499	114	8	0	208	34	0	0	208	38	11	0	0	123	70	20	0	0	0	257	399	97	14	1	0	0
6859	2020-01-20	Б	3	29	72	4	40	55	42	78	37	57	13	54	41	62	26	30	24	76	43	39	21	7	78	3	146	19	0	155	19	0	432	87	2	0	85	7	1	0	148	12	1	0	0	146	68	2	0	0	0	344	311	63	1	0	0	0
6858	2020-01-19	А	4	38	3	67	50	11	70	37	14	24	47	29	20	33	41	60	23	73	58	17	46	5	101	2	138	45	3	155	34	1	458	96	5	0	142	21	1	0	140	20	3	0	0	103	42	6	0	0	0	290	334	62	5	0	0	0
6857	2020-01-18	А	3	72	68	37	41	1	34	51	16	64	76	57	71	53	33	35	17	61	60	10	47	10	56	5	189	40	0	104	10	1	349	89	5	0	108	11	1	0	129	21	1	0	0	174	77	9	0	0	0	371	354	43	14	0	0	0
6856	2020-01-17	Б	3	44	59	46	42	61	43	17	1	2	40	29	48	60	27	47	63	39	6	72	34	23	54	5	110	26	2	146	24	1	380	70	6	0	115	18	1	0	171	18	1	0	0	104	43	4	0	0	0	373	335	64	4	0	0	0
6855	2020-01-16	Б	4	19	4	11	17	73	68	54	26	22	40	49	58	48	61	45	80	32	59	35	41	3	73	0	137	68	0	113	27	0	435	87	19	0	114	19	5	0	120	19	7	0	0	133	84	5	2	0	0	307	324	98	15	0	0	0
6854	2020-01-15	А	3	35	32	12	36	7	60	19	64	76	74	79	65	46	53	5	16	23	48	24	27	9	70	4	160	32	0	176	13	1	458	111	5	0	106	15	3	0	169	39	3	0	0	122	76	7	4	0	0	329	414	76	28	0	0	0
6853	2020-01-14	Б	2	11	13	21	47	38	53	46	64	73	76	2	31	57	35	8	43	5	22	37	58	7	73	1	179	31	3	149	24	0	492	80	15	0	123	22	3	0	189	64	4	0	0	152	50	5	1	0	0	378	325	85	9	0	0	0
6852	2020-01-13	А	3	49	39	38	72	75	53	1	70	58	63	56	65	8	15	6	64	9	40	62	28	3	52	6	123	32	2	146	11	0	395	67	4	0	95	12	0	0	169	19	6	0	0	172	85	5	0	0	0	329	291	60	6	0	0	0
6851	2020-01-12	Б	4	26	31	72	13	35	36	1	75	6	69	47	7	38	25	37	39	57	58	45	23	35	79	2	163	29	0	100	24	1	575	86	14	0	102	15	0	0	105	25	2	0	0	145	54	6	11	0	0	314	342	40	6	1	0	0
6850	2020-01-11	А	1	60	55	20	15	2	62	72	28	80	36	53	54	73	19	61	25	40	66	35	57	24	46	6	140	29	2	142	25	0	433	75	8	0	143	18	0	0	174	25	9	0	0	111	54	4	0	0	0	309	398	107	8	1	0	0
6849	2020-01-10	А	1	75	27	51	55	47	12	26	38	71	59	25	33	57	70	52	72	30	49	32	77	22	51	11	219	31	0	178	19	1	380	85	6	0	94	21	1	0	128	24	2	0	0	159	58	8	0	0	1	517	289	64	6	3	0	0
6848	2020-01-09	Б	3	45	69	39	76	50	9	14	58	6	27	20	53	41	43	55	65	34	44	19	11	97	64	4	165	24	0	124	14	0	378	82	11	0	110	18	0	0	123	25	2	0	0	130	75	10	0	0	0	302	369	71	13	0	0	0
6847	2020-01-08	Б	1	51	75	65	6	45	55	60	74	59	31	1	35	72	2	18	15	25	70	34	9	5	74	2	156	15	2	135	20	0	399	61	10	1	129	10	2	1	143	16	5	0	0	97	37	6	1	0	0	296	351	78	5	2	0	0
6846	2020-01-07	Б	3	12	39	11	54	78	71	80	10	34	79	61	52	25	19	67	64	14	74	9	17	33	39	3	99	16	1	169	29	0	430	102	2	0	170	14	1	0	200	29	6	0	0	62	74	12	0	0	0	182	398	78	21	1	0	0
6845	2020-01-06	Б	3	53	35	43	5	78	21	38	24	51	65	57	41	75	31	45	36	26	63	7	34	7	41	5	84	13	2	131	16	1	506	63	3	0	151	15	0	0	147	13	2	0	0	124	46	3	0	0	0	369	289	40	11	0	0	0
6844	2020-01-05	Б	1	12	65	72	8	2	6	3	79	46	73	36	4	75	14	42	21	68	33	76	24	10	100	4	113	30	1	139	31	0	450	209	14	1	163	22	14	0	142	49	3	0	0	118	74	19	2	0	0	305	460	120	11	1	0	0
6843	2020-01-04	А	3	2	32	25	1	18	35	11	27	12	71	67	41	75	28	59	43	4	78	57	53	3	81	5	164	26	2	209	39	0	530	85	10	0	225	9	2	0	165	39	4	0	0	113	71	13	0	0	0	363	475	106	11	0	0	0
6842	2020-01-03	А	3	37	65	21	76	29	30	41	8	51	60	44	39	49	16	54	7	62	45	12	68	3	36	2	75	10	0	129	16	10	414	65	12	1	103	19	2	0	154	14	1	0	0	200	43	9	0	0	0	321	354	105	10	0	0	0
6841	2020-01-02	Б	4	50	56	28	7	15	32	42	12	52	68	65	8	78	19	6	38	25	64	73	53	6	29	4	108	23	2	143	19	1	404	118	8	0	105	10	2	0	114	37	2	0	0	122	34	19	0	0	0	373	336	71	3	0	0	0
6840	2020-01-01	А	2	58	29	20	40	33	50	7	59	17	12	60	56	46	30	47	11	66	65	9	53	5	8	0	115	10	1	102	15	0	284	70	6	0	158	21	4	0	104	18	8	0	0	114	69	11	1	0	0	222	285	76	9	0	0	0
